timestep,maneuver,reason,block_ahead,dist_to_block_m,vlm_notes,w_efficiency,w_comfort,w_safety,bias_KeepLane,bias_ChangeLaneLeft,bias_ChangeLaneRight,bias_Brake
58,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
59,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
60,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
61,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
62,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
63,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
64,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
65,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
66,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
67,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
68,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
69,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
70,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
71,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
72,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
73,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
74,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
75,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
76,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
77,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
78,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
79,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
80,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
81,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
82,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
83,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
84,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
85,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
86,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
87,KeepLane,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
88,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
89,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
90,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
91,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
92,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
93,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
94,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
95,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
96,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
97,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
98,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
99,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
100,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
101,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
102,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
103,ChangeLaneRight,ok,0,,init,1.0,1.0,1.0,0.0,0.0,0.0,0.0
104,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
105,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
106,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
107,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
108,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
109,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
110,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
111,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
112,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
113,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
114,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
115,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
116,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
117,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
118,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
119,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
120,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
121,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
122,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
123,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
124,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
125,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
126,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
127,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
128,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
129,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
130,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
131,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
132,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
133,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
134,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
135,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
136,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
137,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
138,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
139,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
140,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
141,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
142,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
143,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
144,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
145,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
146,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
147,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
148,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
149,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
150,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
151,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
152,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
153,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
154,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
155,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
156,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
157,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
158,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
159,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
160,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
161,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
162,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
163,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
164,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
165,ChangeLaneRight,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
166,KeepLane,ok,0,,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
167,KeepLane,ok,1,49.93,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
168,KeepLane,ok,1,48.71,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
169,KeepLane,ok,1,47.5,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
170,KeepLane,ok,1,46.29,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
171,KeepLane,ok,1,45.08,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
172,KeepLane,ok,1,43.87,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
173,KeepLane,ok,1,42.67,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
174,KeepLane,ok,1,41.47,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
175,KeepLane,ok,1,40.27,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
176,KeepLane,ok,1,39.07,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
177,KeepLane,ok,1,37.88,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
178,ChangeLaneRight,ok,1,36.69,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
179,ChangeLaneRight,ok,1,35.51,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
180,ChangeLaneRight,ok,1,34.37,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
181,ChangeLaneRight,ok,1,33.27,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
182,ChangeLaneRight,ok,1,30.16,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
183,ChangeLaneRight,ok,1,31.54,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
184,ChangeLaneRight,ok,1,30.52,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
185,ChangeLaneRight,ok,1,29.54,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
186,ChangeLaneRight,ok,1,28.59,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
187,ChangeLaneRight,ok,1,27.68,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
188,ChangeLaneRight,ok,1,26.82,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
189,ChangeLaneRight,ok,1,26.02,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
190,KeepLane,ok,1,25.24,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
191,KeepLane,ok,1,24.48,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
192,KeepLane,ok,1,23.72,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
193,KeepLane,ok,1,22.97,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
194,KeepLane,ok,1,44.75,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
195,KeepLane,ok,1,44.51,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
196,KeepLane,ok,1,44.26,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
197,KeepLane,ok,1,44.0,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
198,KeepLane,ok,1,43.72,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
199,KeepLane,ok,1,43.43,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
200,KeepLane,ok,1,43.12,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
201,KeepLane,ok,1,42.8,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
202,Brake,fallback,1,42.46,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
203,Brake,fallback,1,42.12,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
204,Brake,fallback,1,41.79,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
205,Brake,fallback,1,41.47,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
206,Brake,fallback,1,41.16,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
207,Brake,fallback,1,40.86,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
208,Brake,fallback,1,40.57,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
209,Brake,fallback,1,40.29,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
210,Brake,fallback,1,40.02,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
211,Brake,fallback,1,39.76,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
212,Brake,fallback,1,39.51,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
213,Brake,fallback,1,39.27,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
214,Brake,fallback,1,39.04,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
215,Brake,fallback,1,38.82,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
216,Brake,fallback,1,38.62,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
217,Brake,fallback,1,38.42,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
218,Brake,fallback,1,38.23,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
219,Brake,fallback,1,38.05,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
220,Brake,fallback,1,37.89,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
221,Brake,fallback,1,37.73,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
222,Brake,fallback,1,37.59,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
223,Brake,fallback,1,37.45,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
224,Brake,fallback,1,37.33,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
225,Brake,fallback,1,37.21,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
226,Brake,fallback,1,34.91,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
227,Brake,fallback,1,34.81,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
228,Brake,fallback,1,34.73,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
229,Brake,fallback,1,34.66,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
230,Brake,fallback,1,34.6,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
231,Brake,fallback,1,34.54,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
232,Brake,fallback,1,34.5,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
233,Brake,fallback,1,34.47,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
234,Brake,fallback,1,34.45,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
235,Brake,fallback,1,34.44,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
236,Brake,fallback,1,34.44,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
237,Brake,fallback,1,34.45,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
238,Brake,fallback,1,34.47,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
239,Brake,fallback,1,34.5,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
240,Brake,fallback,1,34.54,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
241,Brake,fallback,1,34.59,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
242,Brake,fallback,1,34.65,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
243,Brake,fallback,1,34.73,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
244,Brake,fallback,1,34.81,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
245,Brake,fallback,1,34.9,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
246,Brake,fallback,1,35.01,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
247,Brake,fallback,1,35.12,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
248,Brake,fallback,1,35.24,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
249,Brake,fallback,1,35.38,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
250,Brake,fallback,1,35.52,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
251,Brake,fallback,1,35.68,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
252,Brake,fallback,1,35.84,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
253,Brake,fallback,1,36.02,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
254,Brake,fallback,1,36.21,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
255,Brake,fallback,1,36.4,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
256,Brake,fallback,1,36.61,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
257,Brake,fallback,1,36.83,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
258,Brake,fallback,1,37.06,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
259,Brake,fallback,1,37.29,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
260,Brake,fallback,1,37.54,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
261,Brake,fallback,1,37.8,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
262,Brake,fallback,1,38.07,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
263,Brake,fallback,1,38.35,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
264,Brake,fallback,1,38.64,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
265,Brake,fallback,1,38.94,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
266,Brake,fallback,1,39.25,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
267,Brake,fallback,1,39.57,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
268,Brake,fallback,1,39.9,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
269,Brake,fallback,1,40.23,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
270,Brake,fallback,1,40.56,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
271,Brake,fallback,1,40.89,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
272,Brake,fallback,1,41.22,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
273,Brake,fallback,1,41.56,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
274,Brake,fallback,1,41.89,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
275,Brake,fallback,1,42.22,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
276,Brake,fallback,1,42.55,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
277,Brake,fallback,1,42.89,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
278,Brake,fallback,1,43.22,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
279,Brake,fallback,1,43.55,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
280,KeepLane,ok,1,43.89,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
281,KeepLane,ok,1,44.22,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
282,KeepLane,ok,1,44.52,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
283,KeepLane,ok,1,44.81,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
284,KeepLane,ok,1,45.08,Safe and comfortable driving.,0.5,3.0,3.0,2.0,-2.0,-2.0,1.0
