timestep,elapsed_s,x,y,heading_deg,speed_ms,speed_kmh,vx,vy,accel_ms2,steering,throttle_brake,total_dist_m,lane_changes,on_broken_line,crash_vehicle,crash_object,reward,cost,current_lane_id,maneuver,reason,block_ahead,dist_to_block_m,vlm_notes,w_efficiency,w_comfort,w_safety
50,11.7599,19.0271,0.0,-0.0,6.9122,24.8841,6.9122,-0.0,1.89295,0.0,0.66385,8.357,0,0,0,0,0.70717,0.0,"('>>', '>>>', 2)",,,,,,,,
51,11.9461,19.722,0.0,-0.0,7.0988,25.5558,7.0988,-0.0,1.86596,0.0,0.65439,9.052,0,0,0,0,0.72689,0.0,"('>>', '>>>', 2)",,,,,,,,
52,12.1941,20.4356,0.0,-0.0,7.2828,26.218,7.2828,-0.0,1.83935,0.0,0.64506,9.765,0,0,0,0,0.74632,0.0,"('>>', '>>>', 2)",,,,,,,,
53,12.3801,21.1675,-0.0,-0.0,7.4641,26.8707,7.4641,-0.0,1.81313,0.0,0.63586,10.497,0,0,0,0,0.76548,0.0,"('>>', '>>>', 2)",,,,,,,,
54,12.475,21.9175,-0.0,-0.0,7.6428,27.5141,7.6428,-0.0,1.78728,0.0,0.6268,11.247,0,0,0,0,0.78436,0.0,"('>>', '>>>', 2)",,,,,,,,
55,12.6593,22.6852,-0.0,-0.0,7.819,28.1484,7.819,-0.0,1.76182,0.0,0.61786,12.015,0,0,0,0,0.80298,0.0,"('>>', '>>>', 2)",,,,,,,,
56,12.7523,23.4706,-0.0,-0.0,7.9927,28.7736,7.9927,-0.0,1.73674,0.0,0.60905,12.8,0,0,0,0,0.82133,0.0,"('>>', '>>>', 2)",,,,,,,,
57,12.9381,24.2733,-0.0,-0.0,8.1639,29.39,8.1639,-0.0,1.71203,0.0,0.60037,13.603,0,0,0,0,0.83942,0.0,"('>>', '>>>', 2)",,,,,,,,
58,13.1703,25.093,-0.0,-0.0,8.3326,29.9975,8.3326,-0.0,1.68762,0.0,0.59181,14.423,0,0,0,0,0.85725,0.0,"('>>', '>>>', 2)",,,,,,,,
59,13.3567,25.9296,-0.0,-0.0,8.499,30.5963,8.499,-0.0,1.6634,0.0,0.58337,15.259,0,0,0,0,0.87483,0.0,"('>>', '>>>', 2)",,,,,,,,
60,13.4496,26.7828,-0.0,-0.0,8.663,31.1866,8.663,-0.0,1.63975,0.0,0.57505,16.112,0,0,0,0,0.89215,0.0,"('>>', '>>>', 2)",,,,,,,,
61,13.6357,27.6523,-0.0,-0.0,8.8246,31.7685,8.8246,-0.0,1.61629,0.0,0.56685,16.982,0,0,0,0,0.90923,0.0,"('>>', '>>>', 2)",,,,,,,,
62,13.7289,28.5379,-0.0,-0.0,8.9839,32.3421,8.9839,-0.0,1.5934,0.0,0.55877,17.867,0,0,0,0,0.92606,0.0,"('>>', '>>>', 2)",,,,,,,,
63,13.8997,29.4395,-0.0,-0.0,9.141,32.9076,9.141,0.0,1.5707,0.0,0.5508,18.769,0,0,0,0,0.94266,0.0,"('>>', '>>>', 2)",,,,,,,,
64,14.1162,30.3567,-0.0,-0.0,9.2958,33.4649,9.2958,-0.0,1.54819,0.0,0.54295,19.686,0,0,0,0,0.95902,0.0,"('>>', '>>>', 2)",,,,,,,,
65,14.2873,31.2893,-0.0,-0.0,9.4484,34.0143,9.4484,0.0,1.52607,0.0,0.53521,20.619,0,0,0,0,0.97514,0.0,"('>>', '>>>', 2)",,,,,,,,
66,14.3803,32.2371,-0.0,-0.0,9.5989,34.5559,9.5989,-0.0,1.50433,0.0,0.52758,21.567,0,0,0,0,0.99104,0.0,"('>>', '>>>', 2)",,,,,,,,
67,14.5687,33.2,-0.0,-0.0,9.7471,35.0897,9.7471,-0.0,1.48296,0.0,0.52006,22.529,0,0,0,0,1.00671,0.0,"('>>', '>>>', 2)",,,,,,,,
68,14.6599,34.1776,-0.0,-0.0,9.8933,35.616,9.8933,-0.0,1.46179,0.0,0.51264,23.507,0,0,0,0,1.02215,0.0,"('>>', '>>>', 2)",,,,,,,,
69,14.846,35.1698,-0.0,-0.0,10.0374,36.1347,10.0374,-0.0,1.441,0.0,0.50533,24.499,0,0,0,0,1.03738,0.0,"('>>', '>>>', 2)",,,,,,,,
70,15.0478,36.1764,-0.0,-0.0,10.1795,36.6461,10.1795,-0.0,1.4204,0.0,0.49813,25.506,0,0,0,0,1.05238,0.0,"('>>', '>>>', 2)",,,,,,,,
71,15.234,37.1971,-0.0,-0.0,10.3195,37.1501,10.3195,-0.0,1.40018,0.0,0.49103,26.527,0,0,0,0,1.06718,0.0,"('>>', '>>>', 2)",,,,,,,,
72,15.3268,38.2318,-0.0,-0.0,10.4575,37.647,10.4575,0.0,1.38016,0.0,0.48403,27.561,0,0,0,0,1.08176,0.0,"('>>', '>>>', 2)",,,,,,,,
73,15.513,39.2803,-0.0,0.0,10.5936,38.1368,10.5936,0.0,1.36051,0.0,0.47712,28.61,0,0,0,0,1.09613,0.0,"('>>', '>>>', 2)",,,,,,,,
74,15.606,40.3423,-0.0,0.0,10.7277,38.6196,10.7277,0.0,1.34106,0.0,0.47032,29.672,0,0,0,0,1.11031,0.0,"('>>', '>>>', 2)",,,,,,,,
75,15.7922,41.4177,-0.0,0.0,10.8599,39.0955,10.8599,0.0,1.32198,-0.0,0.46362,30.747,0,0,0,0,1.12427,0.0,"('>>', '>>>', 2)",,,,,,,,
76,15.9939,42.5063,-0.0,0.0,10.9902,39.5646,10.9902,0.0,1.3031,-0.0,0.45701,31.836,0,0,0,0,1.13804,0.0,"('>>', '>>>', 2)",,,,,,,,
77,16.1648,43.6079,-0.0,0.0,11.1186,40.0271,11.1186,0.0,1.2846,0.0,0.45049,32.937,0,0,0,0,1.15161,0.0,"('>>', '>>>', 2)",,,,,,,,
78,16.2578,44.7223,-0.0,0.0,11.2453,40.4829,11.2453,0.0,1.26629,0.0,0.44407,34.052,0,0,0,0,1.16499,0.0,"('>>', '>>>', 2)",,,,,,,,
79,16.4289,45.8493,-0.0,0.0,11.3701,40.9323,11.3701,0.0,1.24817,-0.0,0.43774,35.179,0,0,0,0,1.17818,0.0,"('>>', '>>>', 2)",,,,,,,,
80,16.522,46.9888,-0.0,0.0,11.4931,41.3752,11.4931,0.0,1.23043,-0.0,0.4315,36.318,0,0,0,0,1.19118,0.0,"('>>', '>>>', 2)",,,,,,,,
81,16.7075,48.1405,-0.0,0.0,11.6144,41.8118,11.6144,0.0,1.21288,-0.0,0.42534,37.47,0,0,0,0,1.20399,0.0,"('>>', '>>>', 2)",,,,,,,,
82,16.894,49.3043,-0.0,0.0,11.734,42.2422,11.734,0.0,1.19553,-0.0,0.41928,38.634,0,0,0,0,1.21663,0.0,"('>>', '>>>', 2)",,,,,,,,
83,17.0798,50.48,-0.0,0.0,11.8518,42.6665,11.8518,0.0,1.17855,-0.0,0.4133,39.81,1,0,0,0,1.22908,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
84,17.1732,51.6675,0.0,0.0,11.968,43.0848,11.968,0.0,1.16177,-0.0,0.40741,40.997,1,0,0,0,1.24135,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
85,17.36,52.8666,0.0,0.0,12.0825,43.497,12.0825,0.0,1.14517,-0.0,0.4016,42.196,1,0,0,0,1.25346,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
86,17.4533,54.0771,0.0,0.0,12.1954,43.9034,12.1954,0.0,1.12877,-0.0,0.39587,43.407,1,0,0,0,1.26538,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
87,17.6394,55.2989,0.0,0.0,12.3067,44.304,12.3067,0.0,1.11275,-0.0,0.39023,44.628,1,0,0,0,1.27714,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
88,17.965,56.5278,0.0,0.0,12.2536,44.113,12.2536,0.0001,-0.53043,2e-05,-0.02555,45.857,1,0,0,0,1.28409,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
89,18.1358,57.7524,0.0,0.001,12.2097,43.9551,12.2097,0.0007,-0.43869,0.00013,-0.02113,47.082,1,0,0,0,1.27946,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
90,18.2283,58.9726,0.0002,0.004,12.1735,43.8245,12.1735,0.0027,-0.36278,0.00044,-0.01748,48.302,1,0,0,0,1.27506,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
91,18.4145,60.1894,0.0005,0.014,12.1435,43.7165,12.1435,0.007,-0.30001,0.001,-0.01446,49.519,1,0,0,0,1.27142,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
92,18.5076,61.4033,0.0014,0.035,12.1186,43.6271,12.1186,0.0148,-0.24819,0.00185,-0.01196,50.733,1,0,0,0,1.26841,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
93,18.679,62.6147,0.0036,0.084,12.0981,43.553,12.098,0.0398,-0.20583,0.00562,-0.00989,51.944,1,0,0,0,1.26591,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
94,18.9737,63.8242,0.0069,0.141,12.0811,43.4919,12.081,0.0259,-0.16986,-0.00173,-0.00817,53.154,1,0,0,0,1.26385,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
95,19.1444,65.0321,0.0093,0.128,12.067,43.4413,12.067,0.0161,-0.14036,-0.00269,-0.00676,54.362,1,0,0,0,1.26214,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
96,19.2375,66.2385,0.0108,0.09,12.0554,43.3996,12.0554,0.0107,-0.11597,-0.00184,-0.00559,55.568,1,0,0,0,1.26073,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
97,19.4084,67.4439,0.0121,0.064,12.0458,43.365,12.0458,0.0137,-0.09599,0.00029,-0.00462,56.773,1,0,0,0,1.25958,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
98,19.5015,68.6483,0.0144,0.091,12.0378,43.3361,12.0377,0.0441,-0.08049,0.00665,-0.00382,57.978,1,0,0,0,1.25859,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
99,19.6716,69.852,0.0207,0.237,12.0307,43.3107,12.0302,0.115,-0.07051,0.01659,-0.00315,59.181,1,0,0,0,1.25775,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
100,19.9198,71.0549,0.0302,0.404,12.0251,43.2904,12.0249,0.0721,-0.05636,-0.00569,-0.00256,60.384,1,0,0,0,1.25703,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
101,20.0903,72.2573,0.0367,0.357,12.0206,43.2742,12.0206,0.0407,-0.04488,-0.00849,-0.00209,61.587,1,0,0,0,1.2565,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
102,20.1834,73.4593,0.0404,0.234,12.017,43.2614,12.017,0.0206,-0.03574,-0.00636,-0.00172,62.789,1,0,0,0,1.25606,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
103,20.3538,74.6609,0.0434,0.156,12.014,43.2505,12.014,0.0403,-0.03025,0.00293,-0.00142,63.991,1,0,0,0,1.25571,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
104,20.4469,75.8622,0.0499,0.25,12.0107,43.2387,12.0101,0.1242,-0.03273,0.01892,-0.00117,65.192,1,0,0,0,1.25534,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
105,20.6337,77.063,0.0667,0.636,12.0062,43.2223,12.0026,0.2914,-0.04562,0.03984,-0.0009,66.393,1,0,0,0,1.25486,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
106,20.8805,78.2633,0.0908,1.037,12.003,43.2109,12.0017,0.1805,-0.03156,-0.01536,-0.00052,67.593,1,0,0,0,1.25429,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
107,21.0526,79.4635,0.1077,0.926,12.0021,43.2074,12.0014,0.1254,-0.00971,-0.01658,-0.00025,68.794,1,0,0,0,1.25417,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
108,21.1444,80.6636,0.121,0.721,12.0017,43.2062,12.001,0.128,-0.00331,-0.00376,-0.00017,69.994,1,0,0,0,1.25413,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
109,21.3149,81.8636,0.1365,0.71,12.0005,43.2017,11.9986,0.2105,-0.01261,0.01718,-0.00014,71.194,1,0,0,0,1.25404,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
110,21.4082,83.0632,0.1641,1.12,11.9944,43.1799,11.9861,0.4452,-0.06057,0.05446,-4e-05,72.394,1,0,0,0,1.2535,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
111,21.5947,84.2609,0.2183,2.169,11.9813,43.1327,11.9525,0.8305,-0.13095,0.09393,0.00047,73.593,1,0,0,0,1.25168,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
112,21.8118,85.4563,0.291,3.199,11.9652,43.0746,11.9529,0.5411,-0.16162,-0.05211,0.00156,74.79,1,0,0,0,1.24924,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
113,21.9822,86.6517,0.3415,2.793,11.9611,43.06,11.9558,0.3574,-0.0404,-0.05516,0.0029,75.987,1,0,0,0,1.24917,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
114,22.0754,87.8472,0.3796,2.108,11.9624,43.0646,11.9568,0.366,0.01265,-0.01177,0.00324,77.183,1,0,0,0,1.24936,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
115,22.2767,89.0423,0.4242,2.046,11.955,43.038,11.9397,0.6055,-0.07382,0.05001,0.00314,78.379,1,0,0,0,1.24891,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
116,22.3698,90.2347,0.4965,2.992,11.9256,42.9323,11.874,1.1087,-0.29354,0.12944,0.00375,79.573,1,0,0,0,1.24609,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
117,22.5718,91.4196,0.6203,5.098,11.88,42.7679,11.75,1.7527,-0.45682,0.20143,0.0062,80.765,1,0,0,0,1.23836,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
118,22.7734,92.5965,0.7862,7.319,11.904,42.8546,11.8097,1.4961,0.24089,-0.14256,0.406,81.953,1,1,0,0,1.23046,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
119,22.9599,93.7786,0.9285,7.305,11.9258,42.9328,11.8765,1.0828,0.2174,-0.19549,0.4048,83.144,1,1,0,0,1.23574,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
120,23.0529,94.9678,1.0253,5.581,11.9647,43.0728,11.9547,0.4889,0.38887,-0.20733,0.40371,84.337,1,1,0,0,1.24303,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
121,23.239,96.1652,1.0608,2.812,12.0445,43.3602,12.0431,-0.1855,0.79829,-0.18528,0.40177,85.535,1,1,0,0,1.25158,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
122,23.3326,97.3717,1.035,-0.271,12.1556,43.7603,12.1369,-0.6738,1.1112,-0.13948,0.39777,86.742,1,1,0,0,1.26122,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
123,23.503,98.5876,0.9645,-2.788,12.2722,44.1799,12.2331,-0.9793,1.16558,-0.08278,0.39222,87.96,1,1,0,0,1.27119,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
124,23.6892,99.8132,0.8666,-4.383,12.385,44.586,12.3352,-1.1097,1.12805,-0.03227,0.38639,89.189,1,1,0,0,1.28133,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
125,23.8758,101.0491,0.7575,-5.083,12.4931,44.975,12.4443,-1.1025,1.08075,0.00434,0.38075,90.43,1,1,0,0,1.29207,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
126,23.9687,102.2959,0.6502,-5.092,12.5982,45.3537,12.5577,-1.0104,1.05185,0.02607,0.37535,91.681,1,0,0,0,1.30345,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
127,24.1395,103.5539,0.5522,-4.662,12.702,45.7274,12.6716,-0.8785,1.03799,0.03547,0.37009,92.943,1,0,0,0,1.31522,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
128,24.2324,104.8233,0.4672,-4.019,12.805,46.098,12.7838,-0.7367,1.02945,0.03632,0.3649,94.215,1,0,0,0,1.32703,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
129,24.4029,106.1039,0.3959,-3.329,12.907,46.4653,12.8929,-0.6041,1.02041,0.03229,0.35975,95.498,1,0,0,0,1.33863,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
130,24.5579,107.3953,0.3374,-2.696,13.008,46.8287,12.9987,-0.491,1.00935,0.02625,0.35465,96.791,1,0,0,0,1.34993,0.0,"('>>>', '1S0_0_', 2)",,,,,,,,
131,24.7278,108.6972,0.2898,-2.166,13.1076,47.1874,13.1015,-0.401,0.99652,0.02007,0.3496,98.093,2,0,0,0,1.36089,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
132,24.8216,110.0093,0.2508,-1.75,13.2059,47.5412,13.2017,-0.333,0.98279,0.01479,0.34462,99.406,2,0,0,0,1.37157,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
133,24.9919,111.3314,0.2183,-1.437,13.3028,47.89,13.2998,-0.2823,0.96882,0.01076,0.3397,100.729,2,0,0,0,1.38198,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
134,25.0854,112.6633,0.1907,-1.205,13.3983,48.2338,13.3961,-0.2437,0.9549,0.00796,0.33486,102.061,2,0,0,0,1.39219,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
135,25.2558,114.0048,0.1668,-1.03,13.4924,48.5726,13.4907,-0.213,0.94118,0.00616,0.33009,103.403,2,0,0,0,1.40222,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
136,25.5661,115.3474,0.1461,-0.895,13.2342,47.6433,13.233,-0.1829,-2.58152,0.00507,-0.12437,104.745,2,0,0,0,1.40206,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
137,25.7523,116.6666,0.1282,-0.787,13.0207,46.8747,13.0198,-0.1595,-2.13497,0.00418,-0.10285,106.065,2,0,0,0,1.37781,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
138,25.8453,117.9652,0.1127,-0.699,12.8442,46.239,12.8434,-0.1397,-1.7657,0.00373,-0.08506,107.363,2,0,0,0,1.3564,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
139,26.0181,119.2467,0.0991,-0.621,12.6981,45.7133,12.6976,-0.1214,-1.46024,0.00364,-0.07035,108.645,2,0,0,0,1.33869,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
140,26.1092,120.5142,0.0873,-0.546,12.5774,45.2786,12.577,-0.103,-1.20769,0.00384,-0.05818,109.912,2,0,0,0,1.32404,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
141,26.2951,121.7699,0.078,-0.451,12.4774,44.9187,12.4772,-0.066,-0.99971,0.0078,-0.04812,111.168,2,0,0,0,1.31193,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
142,26.6047,123.0161,0.071,-0.344,12.3948,44.6214,12.3947,-0.0657,-0.82577,0.00142,-0.03978,112.414,2,0,0,0,1.30192,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
143,26.7753,124.2542,0.0644,-0.301,12.3265,44.3755,12.3264,-0.0635,-0.68303,0.00015,-0.0329,113.653,2,0,0,0,1.29362,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
144,26.8684,125.4858,0.0581,-0.289,12.2701,44.1722,12.2699,-0.0613,-0.56478,9e-05,-0.02721,114.884,2,0,0,0,1.28677,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
145,27.0543,126.7119,0.0521,-0.282,12.2233,44.004,12.2232,-0.0573,-0.46715,0.00069,-0.0225,116.11,2,0,0,0,1.28109,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
146,27.1476,127.9335,0.0466,-0.266,12.1847,43.865,12.1846,-0.0501,-0.38628,0.00159,-0.01861,117.332,2,0,0,0,1.27642,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
147,27.3332,129.1513,0.0423,-0.218,12.1527,43.7497,12.1527,-0.0227,-0.32022,0.00601,-0.01539,118.55,2,0,0,0,1.27253,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
148,27.6434,130.3661,0.0397,-0.148,12.1263,43.6546,12.1262,-0.0276,-0.26418,0.00025,-0.01272,119.764,2,0,0,0,1.26934,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
149,27.8299,131.5783,0.0368,-0.13,12.1044,43.5759,12.1044,-0.0292,-0.21841,-0.00054,-0.01052,120.977,2,0,0,0,1.26667,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
150,27.9222,132.7884,0.034,-0.13,12.0864,43.5109,12.0863,-0.0282,-0.18065,-7e-05,-0.0087,122.187,2,0,0,0,1.26447,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
151,28.1089,133.9967,0.0314,-0.125,12.0714,43.4571,12.0714,-0.0216,-0.14938,0.00129,-0.0072,123.395,2,0,0,0,1.26268,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
152,28.2017,135.2036,0.0296,-0.097,12.059,43.4125,12.059,-0.0074,-0.12382,0.00329,-0.00595,124.602,2,0,0,0,1.26117,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
153,28.3883,136.4093,0.0299,-0.015,12.0487,43.3752,12.0486,0.033,-0.10369,0.00926,-0.00492,125.808,2,0,0,0,1.25992,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
154,28.6674,137.614,0.0323,0.082,12.0402,43.3447,12.0402,0.0136,-0.08481,-0.00224,-0.00406,127.012,2,0,0,0,1.25888,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
155,28.8378,138.8179,0.0333,0.07,12.0332,43.3196,12.0332,-0.0002,-0.06975,-0.00375,-0.00335,128.216,2,0,0,0,1.25804,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
156,28.9307,140.0211,0.0332,0.019,12.0275,43.2989,12.0275,-0.0081,-0.05744,-0.00264,-0.00277,129.42,2,0,0,0,1.25734,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
157,29.1168,141.2238,0.0326,-0.019,12.0227,43.2818,12.0227,-0.0047,-0.04751,0.00017,-0.00229,130.622,2,0,0,0,1.25675,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
158,29.2093,142.426,0.0332,0.01,12.0186,43.267,12.0186,0.0323,-0.04097,0.00808,-0.00189,131.824,2,0,0,0,1.25626,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
159,29.3796,143.6277,0.0388,0.187,12.0147,43.2528,12.0141,0.1179,-0.03967,0.02007,-0.00155,133.026,2,0,0,0,1.25583,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
160,29.6437,144.8291,0.0482,0.39,12.0117,43.2421,12.0115,0.0689,-0.02952,-0.00627,-0.00122,134.228,2,0,0,0,1.25541,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
161,29.8293,146.0302,0.0543,0.343,12.0095,43.2342,12.0095,0.0336,-0.02203,-0.00957,-0.00098,135.429,2,0,0,0,1.25515,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
162,29.9224,147.2311,0.0577,0.218,12.0079,43.2283,12.0079,0.0232,-0.01627,-0.00467,-0.00079,136.63,2,0,0,0,1.25496,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
163,30.1082,148.4319,0.0613,0.173,12.0063,43.2227,12.0062,0.0594,-0.01562,0.00689,-0.00066,137.83,2,0,0,0,1.25477,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
164,30.2015,149.6324,0.0702,0.338,12.004,43.2143,12.0029,0.1643,-0.02328,0.02427,-0.00053,139.031,2,0,0,0,1.25456,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
165,30.3721,150.8325,0.0914,0.816,12.0001,43.2004,11.995,0.3506,-0.03869,0.04494,-0.00033,140.231,2,0,0,0,1.25409,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
166,30.6043,152.0348,0.1201,1.255,12.1106,43.5982,12.1089,0.2058,1.10487,-0.02207,0.39999,141.434,2,0,0,0,1.25677,0.0,"('1S0_0_', '2S0_0_', 2)",,,,,,,,
